Author 1, Author 2, P(1->2), P(2->1),P(1->2)*P(2->1),(P(1->2)+P(2->1))/2, (P(1->2)^2+P(2->1)^2)/2, Encode 1, Encode 2
Bleiben Sie sachlich ,Friwi ,0.03931538133500623,0.01984488053395486,0.0007802090457400774,0.029580130934480545,0.0009697592464619483,1 ,4
Bleiben Sie sachlich ,Gamma Ray Burst ,0.02236802682913139,0.03439582817714864,0.0007693668074766543,0.028381927503140017,0.000841700810110337,1 ,5
Bleiben Sie sachlich ,Hans_Joachim ,0.012950967996686824,0.025313241066950168,0.0003278309749504903,0.019132104531818496,0.0004042438726823694,1 ,6
Bleiben Sie sachlich ,Jan Reiter ,0.0061147616149087895,0.020431878137785395,0.00012493606415742422,0.013273319876347093,0.00022742597692223737,1 ,7
Bleiben Sie sachlich ,Jordanes ,0.014902704614499834,0.006337412150746517,9.444458130291744e-05,0.010620058382623176,0.00013112669879773213,1 ,8
Bleiben Sie sachlich ,JuJuMila ,0.04396770944034247,0.016605599384910314,0.0007301101688384664,0.030286654412626395,0.001104452702181257,1 ,9
Bleiben Sie sachlich ,Lea Paul ,0.0408962188546084,0.04317217344301354,0.0017655786535545944,0.04203419614881097,0.0017681686381988354,1 ,10
Bleiben Sie sachlich ,Leute von heute ,0.04066468061028581,0.033277578985689,0.001353222120936602,0.036971129797987404,0.0013805067561426622,1 ,11
Bleiben Sie sachlich ,Lucy Meineke ,0.03755356020606571,0.03819931025291208,0.001434520097412917,0.0378764352294889,0.0014347285939744182,1 ,12
Bleiben Sie sachlich ,Mahlsdorfer ,0.018527834853737723,0.03329516340965754,0.0006168872890823458,0.02591149913169763,0.0007259242854215882,1 ,13
Bleiben Sie sachlich ,Maik12 ,0.017461166215032905,0.025887145336140165,0.00045201974754705725,0.021674155775586533,0.000487518309621725,1 ,14
Bleiben Sie sachlich ,Peter Pekster ,0.022726131364641366,0.02923618752645633,0.0006644254383275359,0.025981159445548848,0.0006856158539425283,1 ,15
Bleiben Sie sachlich ,R.B.C. ,0.015402572311459512,0.024579580470395376,0.0003785887655806028,0.019991076390927443,0.0004206975049551905,1 ,16
Bleiben Sie sachlich ,Ribald Corello ,0.02020502767927726,0.015634459897218123,0.00031589469497384247,0.01791974378824769,0.00032633973989904094,1 ,17
Bleiben Sie sachlich ,Richi Rich ,0.018177233961187454,0.023646427447659067,0.00042982664406234357,0.020911830704423262,0.0004447826827585753,1 ,18
Bleiben Sie sachlich ,Sumtina ,0.019248766442874647,0.017329067218552926,0.00033356316756280065,0.018288916830713785,0.0003354057901187314,1 ,19
Bleiben Sie sachlich ,Super-Duper Missile ,0.008458536691985558,0.016908462093075248,0.00014302084701932392,0.012683499392530403,0.00017872146666131429,1 ,20
Bleiben Sie sachlich ,Superforecaster ,0.018113570901583175,1.6635062699683196e-05,3.013203876629932e-07,0.00906510298214143,0.00016405086376599588,1 ,21
Bleiben Sie sachlich ,Yankee Babe ,0.01688849297495442,0.02305819307923443,0.0003894181318337933,0.019973343027094425,0.00040845073152216964,1 ,22
Bleiben Sie sachlich ,Zeit 12 ,0.02782027578046699,0.019779584245594256,0.0005502734885354123,0.023799930013030622,0.0005825998487148994,1 ,23
Bleiben Sie sachlich ,aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,0.016394867348855188,0.026089893513793722,0.00042774034330440543,0.021242380431324454,0.00047473710947382685,1 ,24
Bleiben Sie sachlich ,alpinist ,0.028416858866577025,0.02693848618373769,0.0007655071599625091,0.027677672525157355,0.0007665999528571918,1 ,25
Bleiben Sie sachlich ,cedebe ,0.057028360655001116,0.03181604400739195,0.001814416832268935,0.044422202331196536,0.0021322472876385903,1 ,26
Bleiben Sie sachlich ,deep_franz ,0.018165084757421995,0.04845659953197928,0.0008802182375548586,0.03331084214470064,0.0013390061712234699,1 ,27
Bleiben Sie sachlich ,diespdisttot ,0.02149412871230507,0.024948170639710655,0.0005362391908664911,0.023221149676007864,0.000542204393684629,1 ,28
Bleiben Sie sachlich ,eagle58 ,0.020876117719956747,0.02398933431176941,0.0005008041671158958,0.02243272601586308,0.0005056502258896646,1 ,29
Bleiben Sie sachlich ,globallynaive ,0.018386995581182324,0.02397531265668448,0.00044083396787592216,0.021181154118933402,0.00045644861174409665,1 ,30
Bleiben Sie sachlich ,gottwuerfeltnicht ,0.025167491468085106,0.017543287125789418,0.00044152052906047245,0.021355389296937262,0.0004705847749870127,1 ,31
Bleiben Sie sachlich ,knowwhereman ,0.03875906268769509,0.027609317005581488,0.001070111248583779,0.03318418984663829,0.0011322696629716845,1 ,32
Bleiben Sie sachlich ,margherita ,0.0180649879787361,0.030740947327043286,0.0005553348439179966,0.02440296765288969,0.0006356748166179648,1 ,33
Bleiben Sie sachlich ,no-panic ,0.02000631537462169,0.014398549426274942,0.00028806192075913473,0.017202432400448317,0.0003037854402248534,1 ,34
Bleiben Sie sachlich ,rock_lobster ,0.018347165251857166,0.028693421673841115,0.0005264429490911829,0.02352029346284914,0.0005799654600659051,1 ,35
Bleiben Sie sachlich ,slocum ,0.022624155331453972,0.02483791166594061,0.000561936771639173,0.02373103349869729,0.0005643871301934129,1 ,36
Bleiben Sie sachlich ,sonnenkatze ,0.020412805079408677,0.029218189840254344,0.0005964252139822708,0.024815497459831512,0.0006351926143755375,1 ,37
Bleiben Sie sachlich ,too late ,0.02289604549966923,0.016850885455020163,0.0003858186400878561,0.0198734654773447,0.0004040906200705668,1 ,38
Bleiben Sie sachlich ,whitemouse ,0.01199848969349125,0.023385170169648715,0.00028058672326106913,0.017691829931569984,0.0003454149693941219,1 ,39
Bleiben Sie sachlich ,whitemouse-neu ,0.021730928087692485,0.010272151032807056,0.00022322337539984623,0.016001539560249772,0.0002888751611966306,1 ,40
Bleiben Sie sachlich ,zelebration ,0.022608215173068897,0.017751274458530048,0.0004013246325546494,0.020179744815799473,0.000413119569106922,1 ,41
CETAoderGoodByeGermany ,Eckard P. ,0.023600093875050417,0.016645146218739713,0.00039282701332619773,0.020122620046895065,0.0004170126617772086,2 ,3
CETAoderGoodByeGermany ,Friwi ,0.030975508713150277,0.009654469382716515,0.000299052100485178,0.020314989047933395,0.0005263454595501296,2 ,4
CETAoderGoodByeGermany ,Gamma Ray Burst ,0.020193381979719,0.0199163548165274,0.0004021785604537541,0.020054868398123198,0.0004022169324783271,2 ,5
CETAoderGoodByeGermany ,Hans_Joachim ,0.019273801469530612,0.025481818846410948,0.0004911315175282682,0.02237781015797078,0.0005104012574040924,2 ,6
CETAoderGoodByeGermany ,Jan Reiter ,0.007781945289468052,0.017446847689773337,0.0001357704141954982,0.012614396489620695,0.00018247558339921162,2 ,7
CETAoderGoodByeGermany ,Jordanes ,0.020258752554599895,0.014476155731496779,0.0002932688569062463,0.017367454143048338,0.00030998806991552744,2 ,8
CETAoderGoodByeGermany ,JuJuMila ,0.045148995911195734,0.014026469350832642,0.0006332810073692552,0.029587732631014187,0.0011175868371195083,2 ,9
CETAoderGoodByeGermany ,Lea Paul ,0.04073918798285511,0.013430549264255975,0.0005471496711895206,0.027084868623555546,0.0009200305455210065,2 ,10
CETAoderGoodByeGermany ,Leute von heute ,0.043532776738141946,0.01253422662055409,0.0005456496890578566,0.028033501679348018,0.0010261047437541597,2 ,11
CETAoderGoodByeGermany ,Lucy Meineke ,0.04076215997333467,0.01601833069139915,0.0006529417581485887,0.02839024533236691,0.0009590703019153735,2 ,12
CETAoderGoodByeGermany ,Mahlsdorfer ,0.024238690289461705,0.012932764484367962,0.00031347327292314495,0.018585727386914833,0.0003773852520782872,2 ,13
CETAoderGoodByeGermany ,Maik12 ,0.018742441109675784,0.01716030615710921,0.00032162602757362615,0.017951373633392498,0.00032287760307769255,2 ,14
CETAoderGoodByeGermany ,Peter Pekster ,0.020669683565294854,0.039006418858396896,0.0008062503348184136,0.029838051211845875,0.0009743682654230607,2 ,15
CETAoderGoodByeGermany ,R.B.C. ,0.01739881815056667,0.022502393429550245,0.000391515051233251,0.01995060579005846,0.00040453829154737714,2 ,16
CETAoderGoodByeGermany ,Ribald Corello ,0.020952901817056106,0.037180051441473586,0.0007790299674062913,0.029066476629264846,0.0009106901598729075,2 ,17
CETAoderGoodByeGermany ,Richi Rich ,0.01818928214570621,0.03907312055447208,0.0007107120140784853,0.028631201350089147,0.0009287793674202078,2 ,18
CETAoderGoodByeGermany ,Sumtina ,0.01802507719632956,0.039244958105138276,0.0007073933994118369,0.028635017650733917,0.0009325350723038492,2 ,19
CETAoderGoodByeGermany ,Super-Duper Missile ,0.006943122646319595,0.012934714256140076,8.980730747547908e-05,0.009938918451229836,0.00010775689248491467,2 ,20
CETAoderGoodByeGermany ,Superforecaster ,0.01943782489997005,3.5325038294928155e-06,6.866419089615501e-08,0.009720678701899771,0.0001889145246602395,2 ,21
CETAoderGoodByeGermany ,Yankee Babe ,0.016329113508997364,0.0128292622813,0.00020949048002804618,0.014579187895148681,0.00021561495933605353,2 ,22
CETAoderGoodByeGermany ,Zeit 12 ,0.026901811301357614,0.015483148541539477,0.00041652474041538535,0.021192479921448546,0.0004817176700266141,2 ,23
CETAoderGoodByeGermany ,aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,0.020388476745842217,0.016839558308111718,0.00034333294297518986,0.018614017526976966,0.00034963035401402163,2 ,24
CETAoderGoodByeGermany ,alpinist ,0.03051278597726132,0.027094685531307013,0.0008267343407379698,0.028803735754284167,0.0008325760460672863,2 ,25
CETAoderGoodByeGermany ,cedebe ,0.04583468970118755,0.027261096991448106,0.0012495039215170015,0.03654789334631783,0.0014219930945906444,2 ,26
CETAoderGoodByeGermany ,deep_franz ,0.020662373233475657,0.022543700546365838,0.00046580635475272,0.021603036889920747,0.00046757605098183327,2 ,27
CETAoderGoodByeGermany ,diespdisttot ,0.02132819370916432,0.025708185596723075,0.0005483091623180578,0.023518189652943697,0.0005579013267855981,2 ,28
CETAoderGoodByeGermany ,eagle58 ,0.02001456050961033,0.026084229377398214,0.0005220643872204919,0.023049394943504272,0.0005404848273027887,2 ,29
CETAoderGoodByeGermany ,globallynaive ,0.01915356132154623,0.025272918505971558,0.00048406639437856676,0.022213239913758894,0.0005027896605538558,2 ,30
CETAoderGoodByeGermany ,gottwuerfeltnicht ,0.022961486434166824,0.026724839405144443,0.0006136420374565111,0.02484316291965563,0.0006207234502485942,2 ,31
CETAoderGoodByeGermany ,knowwhereman ,0.03954900958875213,0.023725797086408422,0.0009383317764711541,0.03163740333758028,0.0010635188034183174,2 ,32
CETAoderGoodByeGermany ,margherita ,0.019442411304810652,0.016025661957016043,0.0003115775112001627,0.017734036630913348,0.00031741459925299013,2 ,33
CETAoderGoodByeGermany ,no-panic ,0.018956316882590016,0.03761140145449292,0.0007129736443696748,0.028283859168541467,0.0008869797345620997,2 ,34
CETAoderGoodByeGermany ,rock_lobster ,0.022142678411512486,0.029035995444383775,0.0006429347094831315,0.025589336927948132,0.0006666936193409683,2 ,35
CETAoderGoodByeGermany ,slocum ,0.022231551843248213,0.024556172241719226,0.0005459218162635137,0.02339386204248372,0.0005486237462620074,2 ,36
CETAoderGoodByeGermany ,sonnenkatze ,0.023463253693468696,0.040281869360360836,0.0009451437200493099,0.03187256152691477,0.0010865766365246248,2 ,37
CETAoderGoodByeGermany ,too late ,0.02508540312827394,0.05700356461703807,0.0014299573981670125,0.04104448387265601,0.0019393419145784256,2 ,38
CETAoderGoodByeGermany ,whitemouse ,0.0105577999700799,0.01279119231488022,0.00013504684983932865,0.01167449614248006,0.000137540870522235,2 ,39
CETAoderGoodByeGermany ,whitemouse-neu ,0.020754803856994082,0.006394261560736604,0.00013271164450340506,0.013574532708865343,0.00023582423202470507,2 ,40
CETAoderGoodByeGermany ,zelebration ,0.022320902406139962,0.011804097084876492,0.00026347809902412943,0.017062499745508226,0.0003187796961068072,2 ,41
Eckard P. ,Friwi ,0.017387916802683787,0.06172900428265197,0.0010733387907792635,0.03955846054266788,0.002056404810232359,3 ,4
Eckard P. ,Gamma Ray Burst ,0.016791430242251167,0.04084838941663083,0.0006859028813976675,0.028819909829441,0.0009752715237565524,3 ,5
Eckard P. ,Hans_Joachim ,0.01955603237628864,0.036006661270689334,0.0007041474335716588,0.027781346823488987,0.0008394590290823044,3 ,6
Eckard P. ,Jan Reiter ,0.011492623091125741,0.01693752396701887,0.00019465657904985673,0.014215073529072305,0.00020948005182400763,3 ,7
Eckard P. ,Jordanes ,0.009909925242797544,0.01183224450860901,0.00011725665853481705,0.010871084875703277,0.00011910431421467201,3 ,8
Eckard P. ,JuJuMila ,0.015868143476000685,0.015129950578582489,0.0002400842265657465,0.015499047027291588,0.00024035669094264582,3 ,9
Eckard P. ,Lea Paul ,0.015625909710083166,0.023495257962143884,0.00036713477953157294,0.019560583836113525,0.00039809810048767845,3 ,10
Eckard P. ,Leute von heute ,0.017640075813775722,0.01878473039791719,0.0003313640683605966,0.018212403105846455,0.0003320191854190946,3 ,11
Eckard P. ,Lucy Meineke ,0.014506215351008548,0.019427438106744487,0.0002818186008948253,0.01696682672887652,0.0002939278176006119,3 ,12
Eckard P. ,Mahlsdorfer ,0.0188084323903846,0.024905303972872057,0.00046842972593574107,0.02185686818162833,0.00048701564748241256,3 ,13
Eckard P. ,Maik12 ,0.04326836651797062,0.020857778148918378,0.0009024819896979192,0.0320630723334445,0.001153599225221469,3 ,14
Eckard P. ,Peter Pekster ,0.02923592970385559,0.02238512688080229,0.0006544499958990239,0.025810528292328938,0.0006779167455592014,3 ,15
Eckard P. ,R.B.C. ,0.037128340960783254,0.030671115752683633,0.0011387676433132882,0.033899728356733445,0.0011596155220073468,3 ,16
Eckard P. ,Ribald Corello ,0.05128778393639225,0.010831871217252256,0.0005555426706172599,0.031059827576822255,0.0013738831075865965,3 ,17
Eckard P. ,Richi Rich ,0.04163139675944202,0.018326071571712548,0.0007629399566438963,0.02997873416557728,0.0010345090476968051,3 ,18
Eckard P. ,Sumtina ,0.010892115843964576,0.013572231941822227,0.00014783032257148398,0.0122321738928934,0.00015142183372048184,3 ,19
Eckard P. ,Super-Duper Missile ,0.005685093548432806,0.026429263434416067,0.00015025283504082983,0.016057178491424438,0.00036541312717009724,3 ,20
Eckard P. ,Superforecaster ,0.010044743585459821,0.0006365159308571084,6.393639313519927e-06,0.005340629758158465,5.065101311393556e-05,3 ,21
Eckard P. ,Yankee Babe ,0.009353492327491645,0.025404051079142592,0.00023761659685596608,0.017378771703317118,0.0003664268149760655,3 ,22
Eckard P. ,Zeit 12 ,0.013947188677846875,0.023034035159254635,0.00032126003437828307,0.018490611918550753,0.0003625454238666194,3 ,23
Eckard P. ,aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,0.03814183978736349,0.034408878013597904,0.0013124179124575854,0.0362753589004807,0.001319385414259783,3 ,24
Eckard P. ,alpinist ,0.037884349066206,0.016552584852075572,0.0006270839024840248,0.027218466959140784,0.0008546059847276525,3 ,25
Eckard P. ,cedebe ,0.026394305548506285,0.025841625036023268,0.0006820717470707279,0.026117965292264775,0.0006822244749451671,3 ,26
Eckard P. ,deep_franz ,0.0218724207334485,0.031801096090919474,0.0006955669534854152,0.026836758412183987,0.0007448562506624409,3 ,27
Eckard P. ,diespdisttot ,0.022712662113385768,0.0261723769680453,0.0005944443547793727,0.024442519540715534,0.0006004291682171487,3 ,28
Eckard P. ,eagle58 ,0.022235541513921955,0.025554570723449344,0.0005682197181917125,0.02389505611868565,0.0005737276956385604,3 ,29
Eckard P. ,globallynaive ,0.02088237571761559,0.030875643557061436,0.000644756789281734,0.025879009637338513,0.0006946894903371853,3 ,30
Eckard P. ,gottwuerfeltnicht ,0.023839815718277917,0.029269717909809315,0.0006977846810958327,0.026554766814043618,0.0007125266000006315,3 ,31
Eckard P. ,knowwhereman ,0.015671547301445894,0.028482329776903244,0.00044636217835412005,0.02207693853917457,0.0005284202521708627,3 ,32
Eckard P. ,margherita ,0.033625423034223785,0.02061339744255925,0.0006931342091786415,0.02711941023839152,0.0007777906141777079,3 ,33
Eckard P. ,no-panic ,0.03654285160793217,0.019987907798465262,0.0007304151486323462,0.028265379703198715,0.0008674482308996497,3 ,34
Eckard P. ,rock_lobster ,0.03912282972018998,0.016781183818632583,0.00065652739703957,0.027952006769411283,0.0009061019678348583,3 ,35
Eckard P. ,slocum ,0.04217234241722369,0.018625953579628266,0.0007855000922073965,0.030399147998425975,0.0010627163058530157,3 ,36
Eckard P. ,sonnenkatze ,0.08836564943044123,0.018584767926427596,0.0016422550873328092,0.053475208678434416,0.004076940799071405,3 ,37
Eckard P. ,too late ,0.013429102392519408,0.019144638961093738,0.00025709531687634417,0.01628687067680657,0.0002734289960096994,3 ,38
Eckard P. ,whitemouse ,0.00833749986548133,0.028739210603037413,0.00023961316453686407,0.01853835523425937,0.00044772806504631967,3 ,39
Eckard P. ,whitemouse-neu ,0.010123233664734594,0.009745018867632224,9.865110306428833e-05,0.00993412626618341,9.872262628066191e-05,3 ,40
Eckard P. ,zelebration ,0.01200576957516654,0.028955108297432895,0.00034762835824297207,0.02048043893629972,0.0004912683998040309,3 ,41
Friwi ,Gamma Ray Burst ,0.03755136910132964,0.024394781351046696,0.0009160574386593874,0.030973075226188168,0.001002605339274835,4 ,5
Friwi ,Hans_Joachim ,0.02044716143729,0.03013081177078091,0.0006160895725137552,0.025288986604035456,0.0006629761144044145,4 ,6
Friwi ,Jan Reiter ,0.014225785426617062,0.017621173475478803,0.0002506750328273575,0.015923479451047932,0.00025643936282853405,4 ,7
Friwi ,Jordanes ,0.024643908395389665,0.00924225938708614,0.00022776539370178105,0.0169430838912379,0.00034637078978926955,4 ,8
Friwi ,JuJuMila ,0.032516619336034634,0.015367683529734439,0.0004997051154130238,0.023942151432884536,0.0006467481150573263,4 ,9
Friwi ,Lea Paul ,0.032613197854917876,0.0369403396385587,0.0012047426054601804,0.03477676874673829,0.0012141046834680455,4 ,10
Friwi ,Leute von heute ,0.028632893491182376,0.03393333184735324,0.0009716094765862122,0.03128311266926781,0.0009856567999699957,4 ,11
Friwi ,Lucy Meineke ,0.03464899568833591,0.03046773424148852,0.0010556763923667,0.03255836496491221,0.0010644178660101462,4 ,12
Friwi ,Mahlsdorfer ,0.018481940927045998,0.03772685933270389,0.0006972655855500072,0.028104400129874942,0.0008824490277702221,4 ,13
Friwi ,Maik12 ,0.014179057142510752,0.02835150235770583,0.00040199757200593927,0.021265279750108293,0.0005024266736947923,4 ,14
Friwi ,Peter Pekster ,0.01416533219605645,0.022229694433688423,0.0003148910062700235,0.018197513314872436,0.0003474079754198957,4 ,15
Friwi ,R.B.C. ,0.012011410728532047,0.0276421615991222,0.000332021356391513,0.019826786163827124,0.0004541815427807404,4 ,16
Friwi ,Ribald Corello ,0.010323004954906739,0.007358995542925783,7.596694745275946e-05,0.00884100024891626,8.035962334991531e-05,4 ,17
Friwi ,Richi Rich ,0.012150572415942654,0.012042222623556928,0.00014631989803643138,0.01209639751974979,0.00014632576787518642,4 ,18
Friwi ,Sumtina ,0.03379595773483492,0.010793315756199299,0.00036477044311523926,0.022294636745517106,0.000629331212113884,4 ,19
Friwi ,Super-Duper Missile ,0.008919460595089765,0.0309358795906542,0.0002759313589832818,0.019927670092871982,0.0005182927116774071,4 ,20
Friwi ,Superforecaster ,0.033835802893024354,0.001059394505196774,3.5845463663791104e-05,0.017447598699110563,0.0005729919370666182,4 ,21
Friwi ,Yankee Babe ,0.037829869569592,0.034152099076705786,0.0012919694535995633,0.03599098432314889,0.0012987324514987355,4 ,22
Friwi ,Zeit 12 ,0.04798397485305402,0.02624611500530083,0.0012593929224047188,0.03711504492917743,0.001495660197784999,4 ,23
Friwi ,aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,0.010647535043950869,0.04528731859393788,0.00048219831177552134,0.027967426818944374,0.0010821556139704966,4 ,24
Friwi ,alpinist ,0.014989950887820059,0.01709377985135326,0.0002562349204589934,0.01604186536958666,0.000258447968612894,4 ,25
Friwi ,cedebe ,0.023943176578326442,0.026129771274202473,0.0006256297275695117,0.025036473926264458,0.0006280203257515284,4 ,26
Friwi ,deep_franz ,0.024649126532755465,0.039894674506745276,0.000983368879899858,0.032271900519750374,0.0010995822464134703,4 ,27
Friwi ,diespdisttot ,0.02483797910827795,0.021834548174214614,0.000542326051389831,0.02333626364124628,0.0005468363500776753,4 ,28
Friwi ,eagle58 ,0.024897111796473772,0.021950497959924858,0.0005465040016965186,0.023423804878199315,0.0005508452682473894,4 ,29
Friwi ,globallynaive ,0.025272644429640227,0.02658698767361911,0.0006719234859306034,0.025929816051629667,0.0006727872350120998,4 ,30
Friwi ,gottwuerfeltnicht ,0.023288476974828054,0.022359757147311553,0.0005207246894879122,0.022824117061069803,0.0005211559497469233,4 ,31
Friwi ,knowwhereman ,0.033106656023782745,0.02509169195169965,0.0008307020144996381,0.029099173987741197,0.0008628218390380296,4 ,32
Friwi ,margherita ,0.016493137283723907,0.030889711992598892,0.0005094682605486263,0.0236914246381614,0.0006130989422227357,4 ,33
Friwi ,no-panic ,0.013147301966489392,0.013523249336260142,0.00017779424259193935,0.013335275651374767,0.0001778649108043581,4 ,34
Friwi ,rock_lobster ,0.01300653380517354,0.015155881123868151,0.00019712548018478265,0.014081207464520845,0.0001994353271329725,4 ,35
Friwi ,slocum ,0.013952192404782147,0.01971116100085348,0.00027501391080554595,0.016831676702817815,0.00029159677045081386,4 ,36
